source,title_words,title_is_question,words,read_min,paras,para_median_words,para_p90_words,lead_words,h2,h3,heads,words_per_section,head_question_pct,head_median_words,code_blocks,tables,images,lists,list_items,quotes,links_per_1kw,nums_per_100w,nums_in_lead_150,nums_per_100w_body,wps_median,wps_p90,pct_sent_over_30,pct_sent_under_12,we_per_1kw,you_per_1kw,i_per_1kw,emdash_per_1kw,has_code,has_chart
anthropic,4,False,704,3.1,14,34.5,122,80,1,5,6,101,0,6.0,0,0,1,2,8,0,17.0,1.56,0,1.99,21,35,24.2,18.2,25.6,0.0,0.0,2.8,False,True
anthropic,6,False,523,2.3,16,31.5,46,28,4,3,7,65,0,3,0,0,7,1,6,3,21.0,0.19,1,0.0,17,28,3.2,35.5,7.6,44.0,0.0,1.9,False,True
anthropic,3,False,481,2.1,10,33.5,100,33,3,3,6,69,0,4.5,0,0,5,2,5,0,39.5,4.99,9,4.53,16.5,40,20.8,12.5,31.2,6.2,0.0,2.1,False,True
anthropic,15,False,443,1.9,8,55.5,100,73,1,3,4,89,0,6.0,0,0,0,1,8,0,24.8,2.48,7,1.37,20.5,45,20.0,25.0,47.4,0.0,0.0,0.0,False,False
anthropic,14,False,470,2.0,10,40.5,87,36,3,3,6,67,0,6.0,0,0,1,1,5,0,19.1,0.0,0,0.0,27.0,48,31.2,6.2,6.4,4.3,0.0,4.3,False,True
anthropic,13,False,2689,11.7,45,55,106,44,7,8,15,168,0,3,0,1,8,4,16,0,0.7,1.12,2,1.1,17.0,30,9.5,27.7,11.9,4.8,0.4,1.9,False,True
anthropic,8,False,820,3.6,23,35,50,81,4,6,10,75,0,5.0,0,0,2,10,36,0,20.7,1.59,0,1.94,16.0,27,4.5,15.9,37.8,8.5,0.0,0.0,False,True
anthropic,8,False,344,1.5,7,52,62,61,1,3,4,69,0,6.0,0,0,0,0,0,0,26.2,0.58,1,0.52,24,38,30.8,7.7,8.7,0.0,5.8,8.7,False,False
anthropic,15,False,579,2.5,10,57.0,129,65,3,3,6,83,0,6.0,0,0,1,0,0,0,15.5,1.04,5,0.23,23,38,26.1,13.0,17.3,0.0,3.5,6.9,False,True
anthropic,11,False,528,2.3,10,51.5,96,29,3,3,6,75,0,6.0,0,0,1,1,5,0,18.9,1.33,3,1.06,22,32,16.0,12.0,43.6,0.0,0.0,1.9,False,True
anthropic,6,False,210,0.9,7,29,49,42,3,3,6,30,0,4.0,0,0,2,1,4,0,42.9,4.76,9,1.67,22.0,29,0.0,10.0,0.0,9.5,0.0,4.8,False,True
anthropic,12,False,406,1.8,10,36.5,82,14,1,5,6,58,0,6.0,0,0,0,1,3,0,22.2,0.25,1,0.0,22.0,44,25.0,6.2,14.8,0.0,0.0,2.5,False,False
anthropic,5,False,1582,6.9,31,49,80,39,4,5,9,158,0,2,2,1,2,2,5,0,3.8,0.25,0,0.28,25,52,35.6,13.6,9.5,0.6,0.0,0.6,True,True
anthropic,6,False,330,1.4,6,43.0,103,86,3,3,6,47,0,4.0,0,0,2,0,0,0,21.2,2.12,3,2.22,21,39,23.1,0.0,21.2,3.0,0.0,0.0,False,True
anthropic,10,False,1938,8.4,37,54,83,10,5,6,11,162,0,3,1,0,1,4,12,0,2.6,1.39,5,1.23,20,33,12.9,15.1,4.6,3.1,21.7,2.6,True,True
anthropic,14,False,344,1.5,10,30.0,59,29,4,3,7,43,0,6,0,0,1,1,3,0,20.3,2.62,6,1.55,29.0,40,41.7,0.0,14.5,2.9,0.0,5.8,False,True
anthropic,15,False,370,1.6,9,40,78,63,3,3,6,53,0,6.0,0,0,1,2,6,0,21.6,0.27,1,0.0,29.0,38,42.9,7.1,21.6,0.0,0.0,16.2,False,True
anthropic,8,False,284,1.2,7,41,59,22,1,3,4,57,0,6.0,0,0,1,1,4,0,28.2,0.35,1,0.0,17.5,29,0.0,31.2,52.8,0.0,0.0,10.6,False,True
anthropic,11,False,392,1.7,14,24.5,52,39,4,3,7,49,0,5,0,0,3,1,4,0,30.6,0.77,2,0.41,22,36,23.5,0.0,74.0,0.0,0.0,23.0,False,True
anthropic,6,False,1668,7.3,21,89,130,84,9,15,24,67,8,5.0,0,0,16,5,12,0,13.8,0.18,0,0.2,28,43,38.6,3.5,33.0,0.6,0.0,0.6,False,True
anthropic,15,False,418,1.8,10,31.5,80,58,2,3,5,70,0,6,0,0,1,1,5,0,14.4,0.48,1,0.37,29,46,46.2,7.7,12.0,0.0,0.0,0.0,False,True
anthropic,8,False,323,1.4,5,55,121,53,3,3,6,46,0,5.0,2,0,0,0,0,0,24.8,1.24,4,0.0,29.0,51,40.0,0.0,52.6,9.3,0.0,3.1,True,False
anthropic,8,False,588,2.6,9,73,101,53,1,3,4,118,0,6.0,0,0,0,0,0,0,13.6,0.68,4,0.0,22.5,42,20.8,4.2,10.2,0.0,5.1,0.0,False,False
anthropic,6,False,1395,6.1,28,47.0,94,64,2,15,17,78,0,3,0,3,16,4,10,0,12.9,2.87,6,2.73,21.0,32,15.2,13.6,31.5,1.4,0.0,2.2,False,True
anthropic,4,False,906,3.9,19,38,108,38,8,3,11,76,0,5,0,0,1,4,15,0,34.2,1.32,1,1.46,21,36,15.4,10.3,18.8,2.2,0.0,3.3,False,True
anthropic,8,False,3080,13.4,45,67,111,43,5,6,11,257,0,3,0,0,1,2,6,0,4.5,0.68,1,0.68,22.0,37,15.7,11.9,32.1,0.0,0.0,5.5,False,True
anthropic,5,False,435,1.9,8,56.5,79,70,1,4,5,72,0,6,0,0,1,0,0,0,34.5,1.15,4,0.35,20.0,36,15.0,15.0,48.3,16.1,0.0,0.0,False,True
anthropic,10,False,1509,6.6,23,55,115,55,5,3,8,168,0,5.5,0,0,7,0,0,0,9.9,0.99,0,1.1,21,37,14.9,13.4,8.6,15.2,0.0,8.0,False,True
anthropic,16,False,872,3.8,19,39,79,35,1,9,10,79,0,6.0,0,0,1,0,0,0,8.0,0.46,2,0.28,26.5,43,40.6,6.2,18.3,0.0,0.0,12.6,False,True
anthropic,13,False,883,3.8,14,57.0,100,59,1,3,4,177,0,6.0,0,0,3,0,0,0,17.0,2.04,2,2.18,22,34,16.2,10.8,21.5,0.0,0.0,7.9,False,True
anthropic,12,False,275,1.2,5,60,82,60,1,3,4,55,0,6.0,0,0,2,0,0,0,21.8,0.36,1,0.0,26,32,18.2,9.1,7.3,0.0,0.0,0.0,False,True
anthropic,5,False,737,3.2,7,64,320,109,1,3,4,147,0,6.0,0,0,4,2,5,0,13.6,0.14,0,0.17,32,69,52.6,0.0,47.5,0.0,0.0,0.0,False,True
anthropic,7,False,414,1.8,13,29,55,41,4,3,7,52,0,5,0,0,5,2,7,0,26.6,0.48,2,0.0,20.5,35,10.0,15.0,19.3,26.6,0.0,0.0,False,True
anthropic,8,False,1469,6.4,32,41.0,78,41,4,0,4,294,0,7.0,0,0,6,1,3,1,2.7,1.5,2,1.52,19.0,40,23.5,19.1,53.8,2.0,0.0,0.7,False,True
anthropic,12,False,376,1.6,8,42.0,82,33,1,3,4,75,0,6.0,0,0,0,0,0,0,16.0,0.0,0,0.0,22,44,26.7,6.7,10.6,0.0,2.7,2.7,False,False
anthropic,3,False,610,2.7,13,39,91,27,5,3,8,68,0,3.5,0,0,17,1,9,16,21.3,2.13,2,2.39,22.0,33,14.3,10.7,24.6,3.3,0.0,3.3,False,True
anthropic,8,False,323,1.4,6,54.0,84,45,1,3,4,65,0,6.0,0,0,1,1,2,0,24.8,0.31,1,0.0,22.0,36,21.4,14.3,31.0,0.0,0.0,6.2,False,True
anthropic,3,False,887,3.9,17,50,86,5,6,3,9,89,0,6,0,0,10,1,1,0,16.9,3.38,10,2.71,20,30,7.3,2.4,39.5,3.4,0.0,4.5,False,True
anthropic,4,False,1069,4.6,27,40,74,27,6,3,9,107,0,4,0,0,51,3,8,24,15.0,6.64,10,6.64,23.5,31,12.5,12.5,20.6,0.0,0.0,0.9,False,True
anthropic,3,False,573,2.5,16,33.0,57,34,6,3,9,57,0,6,0,0,20,1,3,16,48.9,2.44,4,2.36,19,32,10.3,13.8,29.7,0.0,0.0,5.2,False,True
anthropic,6,False,3234,14.1,47,64,117,90,5,12,17,180,0,4,0,0,3,4,16,0,9.0,0.62,3,0.55,24.5,41,31.0,10.3,51.9,0.6,0.3,3.7,False,True
anthropic,13,False,681,3.0,12,57.0,90,58,1,7,8,76,0,7.5,0,0,1,0,0,0,11.7,0.15,1,0.0,23.5,38,17.9,3.6,17.6,0.0,0.0,4.4,False,True
anthropic,6,False,498,2.2,7,80,95,80,3,3,6,71,0,5.5,0,0,0,0,0,0,22.1,0.8,2,0.57,23.5,42,20.0,5.0,48.2,0.0,0.0,0.0,False,False
anthropic,9,False,1125,4.9,39,22,69,45,1,11,12,87,8,3.5,13,0,3,13,43,0,8.9,0.09,0,0.1,19,35,17.0,22.6,28.4,16.9,0.0,5.3,True,True
anthropic,8,False,235,1.0,5,46,58,46,1,3,4,47,0,6.0,0,0,1,1,4,0,25.5,0.0,0,0.0,17.0,29,8.3,8.3,34.0,8.5,0.0,0.0,False,True
anthropic,14,False,358,1.6,6,59.0,86,86,1,3,4,72,0,6.0,0,0,1,1,3,0,19.6,0.0,0,0.0,27,54,36.4,0.0,27.9,0.0,0.0,0.0,False,True
anthropic,9,False,557,2.4,9,59,95,59,1,3,4,111,0,6.0,0,0,1,0,0,0,10.8,2.51,3,2.7,20.5,39,25.0,12.5,39.5,0.0,0.0,9.0,False,True
anthropic,11,False,1029,4.5,20,56.0,92,24,6,3,9,103,0,6,0,0,1,1,3,0,10.7,2.14,5,1.93,24.0,35,23.8,9.5,34.0,1.0,0.0,12.6,False,True
anthropic,9,False,2127,9.2,37,52,102,31,10,3,13,152,31,5,1,0,9,2,9,0,13.2,0.61,0,0.66,21.5,34,14.3,11.2,30.6,1.9,0.0,10.8,True,True
anthropic,8,False,362,1.6,7,53,70,51,1,3,4,72,0,6.0,0,0,1,0,0,0,19.3,1.66,4,0.94,21,42,13.3,0.0,41.4,0.0,0.0,5.5,False,True
anthropic,9,False,1263,5.5,30,33.0,97,48,1,6,7,158,0,7,0,0,1,6,20,0,7.1,0.08,0,0.09,22.0,39,25.0,9.6,38.0,0.0,0.0,0.0,False,True
anthropic,9,False,2029,8.8,27,78,96,63,6,0,6,290,0,4.0,0,0,8,0,0,0,4.9,0.25,2,0.16,18.0,32,11.1,16.7,22.7,1.0,0.0,3.4,False,True
anthropic,2,False,912,4.0,10,87.0,142,128,1,3,4,182,0,6.0,0,0,4,0,0,0,20.8,3.18,7,2.89,24.0,33,18.4,5.3,37.3,7.7,0.0,0.0,False,True
anthropic,13,False,400,1.7,11,29,52,45,3,3,6,57,0,6.0,0,0,0,1,3,0,20.0,0.5,1,0.4,21.0,31,11.1,11.1,37.5,0.0,0.0,0.0,False,False
anthropic,11,False,650,2.8,12,43.0,95,51,5,3,8,72,0,6.5,0,0,1,1,3,0,16.9,0.0,0,0.0,26.5,42,30.8,19.2,23.1,4.6,0.0,6.2,False,True
anthropic,9,False,1603,7.0,62,20.0,51,51,6,15,21,73,0,3,13,0,5,20,69,0,7.5,1.25,1,1.31,19,30,8.6,14.8,6.9,18.7,0.0,0.6,True,True
anthropic,7,False,732,3.2,15,46,65,101,5,3,8,81,0,4.5,0,0,2,0,0,0,16.4,0.27,0,0.34,19.5,36,13.9,19.4,23.2,2.7,0.0,4.1,False,True
anthropic,12,False,554,2.4,9,62,108,62,1,3,4,111,0,6.0,0,0,1,0,0,0,14.4,0.36,1,0.25,25.0,43,25.0,0.0,37.9,0.0,0.0,3.6,False,True
huggingface,0,False,1319,5.7,33,36,67,60,8,6,14,88,0,3.5,2,1,26,12,62,0,35.6,0.3,0,0.34,33,59,53.8,12.8,0.0,13.6,0.8,23.5,True,True
huggingface,0,False,1681,7.3,31,54,94,94,12,4,16,99,0,1.5,1,0,41,10,45,0,57.1,0.54,0,0.59,22,40,22.5,15.5,13.1,0.0,0.0,15.5,True,True
huggingface,0,False,3597,15.6,52,62.0,137,33,16,12,28,124,4,5.0,3,4,37,10,41,0,31.4,2.56,0,2.67,22,44,31.0,16.6,32.8,1.1,0.0,0.6,True,True
huggingface,0,False,862,3.7,31,26,47,42,8,4,12,66,0,2.5,2,0,36,14,52,0,54.5,0.58,3,0.28,14,27,7.3,34.5,9.3,0.0,0.0,0.0,True,True
huggingface,0,False,1631,7.1,38,44.5,72,85,17,18,35,45,0,4,7,0,44,14,75,2,90.1,1.96,4,1.89,18,36,17.3,30.9,3.7,12.3,0.0,0.0,True,True
huggingface,0,False,2026,8.8,63,29,57,31,16,15,31,63,0,3,24,2,35,6,35,2,42.9,1.88,1,1.97,16,28,6.0,20.5,10.9,13.3,0.5,0.0,True,True
huggingface,0,False,3130,13.6,76,36.5,83,27,9,5,14,209,0,3.5,12,20,63,13,68,4,36.1,2.3,2,2.35,16,32,11.9,29.9,23.3,6.1,1.9,0.0,True,True
huggingface,0,False,1439,6.3,32,43.0,70,48,10,2,12,111,0,5.0,0,0,51,8,39,4,66.7,3.54,4,3.65,16.5,32,12.8,33.3,5.6,6.9,2.1,20.2,False,True
huggingface,0,False,3924,17.1,89,39,85,33,18,9,27,140,4,2,11,10,51,23,78,5,75.9,4.66,1,4.82,19,35,15.4,21.0,8.2,10.4,16.1,0.0,True,True
huggingface,0,False,2090,9.1,40,51.0,103,106,9,12,21,95,0,4,5,3,33,5,32,0,50.7,0.96,1,0.98,16.0,33,12.7,31.4,5.3,0.5,3.8,8.6,True,True
huggingface,0,False,2069,9.0,48,35.5,83,16,16,11,27,74,4,4,14,5,33,8,37,1,40.6,1.84,7,1.62,17,28,8.7,20.9,11.6,19.8,0.0,0.0,True,True
huggingface,0,False,1389,6.0,28,47.0,77,25,8,1,9,139,11,6,0,0,30,4,24,0,32.4,1.3,0,1.45,21.0,36,15.6,17.2,10.1,0.7,0.0,5.0,False,True
huggingface,0,False,692,3.0,37,17,34,16,14,9,23,29,4,4,1,7,44,11,47,1,130.1,2.17,1,2.58,16,33,10.3,28.2,15.9,4.3,0.0,0.0,True,True
huggingface,0,False,817,3.6,27,30,53,53,14,1,15,51,0,5,4,0,29,4,26,0,77.1,0.0,0,0.0,18.5,29,7.1,21.4,4.9,17.1,0.0,0.0,True,True
huggingface,0,False,391,1.7,10,29.0,84,83,8,5,13,28,0,3,0,1,22,3,26,0,104.9,0.26,1,0.0,15,27,4.3,17.4,12.8,2.6,0.0,0.0,False,True
huggingface,0,False,1240,5.4,33,35,67,43,12,1,13,89,23,6,0,1,56,8,43,2,74.2,0.16,2,0.0,18.5,34,16.7,26.7,22.6,9.7,1.6,0.8,False,True
huggingface,0,False,3703,16.1,102,32.5,70,7,10,16,26,137,27,6.0,17,27,65,19,66,12,33.8,1.62,0,1.69,16,32,11.1,30.0,24.3,10.8,4.1,0.0,True,True
huggingface,0,False,1485,6.5,45,28,66,47,15,9,24,59,0,4.0,12,2,37,8,50,2,62.6,2.22,1,2.4,18,34,14.7,17.3,4.0,6.7,0.0,0.0,True,True
huggingface,0,False,390,1.7,11,32,64,33,6,1,7,49,0,6,0,0,44,4,24,0,197.4,0.26,1,0.0,20,44,15.8,21.1,10.3,56.4,2.6,0.0,False,True
huggingface,0,False,884,3.8,18,49.0,93,72,10,4,14,59,0,6.0,0,0,37,7,34,0,84.8,5.54,3,6.27,22,34,17.9,10.3,5.7,2.3,0.0,6.8,False,True
huggingface,0,False,2056,8.9,49,41,70,33,16,5,21,93,0,1,0,0,33,8,50,2,52.0,0.05,1,0.0,17.0,28,6.1,25.4,4.4,7.8,2.9,0.0,False,True
huggingface,0,False,1495,6.5,38,34.5,79,24,14,6,20,71,0,4.0,4,0,34,8,38,0,52.2,4.68,7,4.68,21.0,30,8.6,10.0,6.0,0.0,0.0,6.7,True,True
huggingface,0,False,1183,5.1,26,40.0,103,66,9,1,10,108,0,6.0,2,0,41,5,36,0,57.5,0.76,5,0.39,17,34,26.2,29.5,4.2,16.1,0.0,0.0,True,True
huggingface,0,False,1948,8.5,62,28.5,57,34,15,16,31,61,3,6,2,3,47,12,51,0,42.6,2.82,3,2.89,19,35,20.9,15.4,12.8,0.5,0.0,9.2,True,True
huggingface,0,False,2659,11.6,67,40,75,75,18,1,19,133,0,5,1,0,51,4,24,0,48.9,1.99,4,1.95,18,32,14.5,14.5,2.3,1.1,0.0,0.0,True,True
huggingface,0,False,1996,8.7,35,57,114,81,8,8,16,117,0,3.5,10,1,35,6,31,0,25.6,1.1,2,1.08,23.0,43,30.8,11.5,14.0,8.0,0.0,0.0,True,True
huggingface,0,False,627,2.7,21,33,46,34,8,1,9,63,0,6,0,1,47,5,26,0,134.0,4.63,4,5.24,18,29,9.1,21.2,25.5,0.0,0.0,3.2,False,True
huggingface,12,False,716,3.1,30,21.0,53,63,11,6,17,40,0,6,12,1,34,8,37,0,100.6,4.75,0,6.01,22.0,38,23.3,13.3,36.3,1.4,0.0,2.8,True,True
huggingface,0,False,1790,7.8,41,30,97,53,19,4,23,75,4,5,7,3,35,10,46,1,54.7,5.75,5,5.98,22.0,44,31.4,18.6,5.0,10.6,0.0,10.6,True,True
huggingface,0,False,2732,11.9,74,35.0,67,27,8,10,18,144,28,5.0,13,17,58,15,57,5,42.1,2.31,3,2.32,16,28,7.6,26.1,18.7,8.1,1.8,0.0,True,True
huggingface,0,False,1996,8.7,34,65.0,108,67,15,3,18,105,6,4.0,1,0,34,11,47,0,36.6,0.25,2,0.16,18,32,10.1,15.2,14.5,10.0,3.5,0.0,True,True
huggingface,0,False,714,3.1,33,22,35,32,9,6,15,45,0,4,5,2,46,5,30,1,123.2,1.96,8,1.06,18.0,37,11.8,20.6,1.4,2.8,1.4,0.0,True,True
huggingface,0,False,1274,5.5,39,31,67,82,17,1,18,67,6,4.5,8,1,27,12,58,0,47.1,0.55,2,0.44,15,28,7.8,35.1,22.8,7.8,0.0,0.0,True,True
huggingface,0,False,864,3.8,37,21,41,21,12,10,22,38,0,5.0,2,0,26,24,80,0,90.3,0.35,1,0.28,21,32,15.4,7.7,3.5,8.1,1.2,0.0,True,True
huggingface,0,False,2019,8.8,41,46,98,26,7,3,10,184,0,6.0,0,0,33,6,29,0,29.7,0.35,0,0.37,13.0,32,12.7,37.3,3.5,0.0,0.0,13.9,False,True
huggingface,0,False,407,1.8,21,18,30,25,9,1,10,37,10,6.0,6,0,34,5,29,0,140.0,0.74,0,1.17,16.5,36,12.5,33.3,9.8,54.1,4.9,0.0,True,True
huggingface,0,False,3540,15.4,78,42.0,88,43,19,12,31,111,10,2,12,5,34,21,86,2,67.2,2.74,2,2.8,20.0,43,25.7,16.9,0.3,19.2,10.7,0.0,True,True
huggingface,0,False,1430,6.2,53,25,47,36,5,8,13,102,8,4,15,1,35,10,47,4,52.4,0.77,0,0.86,19.0,30,9.0,25.6,11.2,34.3,15.4,0.7,True,True
huggingface,0,False,1657,7.2,46,37.0,58,55,14,20,34,47,0,6.0,12,2,59,8,47,0,91.1,3.62,7,3.52,20,35,18.2,22.1,7.2,3.0,3.6,1.2,True,True
huggingface,0,False,918,4.0,23,36,65,42,8,1,9,92,22,7,0,0,34,5,26,0,61.0,2.18,10,1.3,15,26,5.1,32.2,16.3,8.7,1.1,15.3,False,True
huggingface,0,False,1505,6.5,45,27,66,55,9,3,12,116,8,6.5,0,3,44,11,45,2,56.5,1.73,2,1.77,16,30,9.2,36.8,11.3,1.3,0.0,20.6,False,True
huggingface,0,False,921,4.0,22,46.0,61,30,9,5,14,61,0,6.0,0,0,55,4,30,0,99.9,0.65,0,0.78,18.5,31,10.4,18.8,11.9,3.3,0.0,5.4,False,True
huggingface,0,False,1259,5.5,25,54,103,73,8,2,10,114,10,3.5,0,5,41,5,29,1,64.3,1.43,0,1.62,19.0,39,25.0,30.0,18.3,0.8,0.0,25.4,False,True
huggingface,0,False,2144,9.3,48,42.5,79,29,8,5,13,153,0,6,0,0,34,8,38,2,32.6,2.24,4,2.21,21.0,38,20.2,24.5,14.5,0.9,2.8,0.0,False,True
huggingface,0,False,566,2.5,22,24.0,45,34,10,3,13,40,8,4,3,1,27,7,37,0,79.5,0.53,0,0.72,13.0,32,13.9,44.4,5.3,33.6,0.0,0.0,True,True
huggingface,0,False,1860,8.1,24,84.0,143,86,8,7,15,116,0,4,1,2,29,4,36,0,37.6,5.22,10,5.09,19.0,34,16.3,12.0,12.9,1.6,0.0,2.2,True,True
huggingface,0,False,2086,9.1,35,25,181,118,2,1,3,522,33,10,0,0,26,9,32,0,25.4,4.94,0,5.32,23,46,43.8,11.0,10.5,0.0,0.5,0.0,False,True
huggingface,0,False,1670,7.3,34,49.5,84,53,15,1,16,98,0,6.0,0,2,48,5,33,0,56.3,1.56,1,1.64,23,40,17.9,9.0,15.0,3.6,1.2,5.4,False,True
huggingface,0,False,1639,7.1,42,33.5,71,92,15,14,29,55,0,5,3,7,32,12,66,0,48.2,5.74,14,5.37,20.5,31,11.2,13.8,21.4,0.0,0.0,4.3,True,True
huggingface,0,False,456,2.0,18,21.0,49,17,9,3,12,35,0,5.0,2,0,45,9,37,0,160.1,1.1,0,1.63,15.5,27,3.3,33.3,24.1,32.9,6.6,0.0,True,True
huggingface,0,False,2626,11.4,69,27,75,123,17,27,44,58,0,2.0,20,7,37,15,73,1,48.0,3.92,14,3.59,18,33,11.1,24.4,5.0,0.8,0.0,0.8,True,True
huggingface,0,False,1161,5.0,42,22.0,52,6,15,2,17,64,0,4,13,2,30,9,39,1,46.5,0.0,0,0.0,18,42,23.5,23.5,6.0,9.5,3.4,0.0,True,True
huggingface,0,False,1015,4.4,32,28.5,60,39,12,1,13,72,8,4,13,0,24,5,28,1,47.3,1.58,2,1.62,15,37,15.1,30.2,4.9,30.5,1.0,4.9,True,True
huggingface,0,False,1463,6.4,37,41,60,36,9,1,10,133,20,5.5,2,1,40,8,45,1,42.4,1.98,1,2.13,19.0,30,6.6,15.8,13.0,4.8,2.1,0.7,True,True
huggingface,0,False,680,3.0,48,13.0,25,5,13,11,24,27,25,4.5,0,1,44,10,44,0,138.2,0.44,0,0.57,13.0,22,0.0,33.3,10.3,0.0,0.0,0.0,False,True
huggingface,0,False,1478,6.4,39,40,58,50,11,1,12,114,0,6.0,5,0,48,8,38,3,52.8,2.17,0,2.41,16.5,29,7.1,22.6,3.4,18.3,1.4,1.4,True,True
huggingface,0,False,1127,4.9,42,21.5,55,38,15,18,33,33,3,3,15,5,26,15,70,4,135.8,1.24,0,1.43,20,37,17.6,23.5,0.9,20.4,0.0,0.0,True,True
huggingface,0,False,6344,27.6,148,35.5,90,42,12,12,24,254,0,5.0,17,2,100,22,86,2,32.5,1.59,1,1.61,19.0,40,20.0,25.7,13.9,1.9,4.3,0.9,True,True
huggingface,0,False,570,2.5,31,16,35,30,10,1,11,48,18,3,5,1,31,6,32,0,114.0,1.75,3,1.67,19.5,33,10.7,10.7,3.5,15.8,0.0,0.0,True,True
huggingface,0,False,1162,5.1,20,55.0,106,106,12,2,14,77,0,6.0,0,1,39,5,27,0,64.5,3.7,5,3.75,24,46,34.9,11.6,6.9,0.9,0.0,0.0,False,True
huggingface,0,False,1449,6.3,33,43,68,59,12,4,16,85,0,6.0,0,0,34,5,32,1,57.3,0.62,2,0.54,17,31,11.7,26.0,4.8,2.1,0.0,0.0,False,True
huggingface,0,False,801,3.5,12,72.0,100,100,4,1,5,134,20,7,0,0,20,4,18,0,40.0,0.37,0,0.46,20.5,36,19.4,19.4,13.7,5.0,0.0,13.7,False,True
huggingface,0,False,1333,5.8,41,28,61,57,16,1,17,74,0,6,6,0,33,12,38,0,51.0,1.2,3,1.1,14,34,18.7,42.7,0.0,8.3,6.0,0.0,True,True
huggingface,0,False,1632,7.1,38,37.5,87,94,11,8,19,82,0,4,4,6,36,6,31,0,60.0,3.86,3,4.05,19,34,13.6,18.5,4.9,1.2,0.0,0.0,True,True
huggingface,0,False,1506,6.5,34,43.5,77,57,17,9,26,56,4,6.0,3,1,44,9,39,1,58.4,4.71,12,4.35,16,27,4.6,28.7,17.9,5.3,0.0,0.0,True,True
huggingface,0,False,4707,20.5,107,43,80,10,10,30,40,115,0,3.0,18,13,27,31,106,1,21.9,3.85,5,3.86,15.0,28,7.1,37.2,13.8,0.0,2.3,0.0,True,True
huggingface,0,False,694,3.0,26,25.0,47,20,10,1,11,58,18,4,0,0,36,7,35,0,92.2,3.03,9,2.21,17,28,7.7,17.9,14.4,5.8,0.0,0.0,False,True
huggingface,0,False,468,2.0,18,21.0,49,17,9,3,12,36,0,5.0,2,0,40,9,37,0,136.8,1.5,1,1.89,16,27,3.4,24.1,23.5,29.9,4.3,0.0,True,True
huggingface,0,False,727,3.2,17,45,76,76,7,1,8,81,0,4.0,0,0,31,5,33,0,56.4,0.14,1,0.0,21.0,33,11.1,22.2,17.9,4.1,0.0,0.0,False,True
huggingface,0,False,2393,10.4,45,51,103,48,18,2,20,114,0,5.0,0,3,53,9,48,0,43.9,1.63,0,1.74,17,34,10.9,27.9,2.1,0.4,0.0,0.0,False,True
huggingface,0,False,991,4.3,17,61,116,78,13,1,14,66,0,6.0,3,1,35,8,45,0,71.6,0.71,0,0.83,22.5,40,26.2,14.3,3.0,17.2,0.0,0.0,True,True
huggingface,0,False,1264,5.5,35,33,61,65,9,4,13,90,0,5,0,0,37,6,37,0,41.9,4.67,1,5.21,12.0,30,8.3,47.6,1.6,1.6,0.8,0.0,False,True
huggingface,0,False,2543,11.1,50,44.5,90,63,15,2,17,141,0,6,0,1,31,6,35,0,25.2,2.08,2,2.13,15.0,32,12.0,33.8,2.0,0.8,0.0,2.4,False,True
huggingface,0,False,680,3.0,19,33,62,29,5,1,6,97,0,5.5,1,0,38,4,30,0,79.4,0.74,2,0.57,17,30,8.6,25.7,5.9,0.0,4.4,0.0,True,True
huggingface,0,False,3844,16.7,70,48.5,105,44,17,1,18,202,0,5.5,1,7,51,6,35,4,27.3,1.4,2,1.41,16.0,29,8.8,25.0,1.3,5.2,13.0,0.0,True,True
huggingface,0,False,2094,9.1,50,39.5,102,13,9,1,10,190,20,4.0,3,0,47,10,41,0,47.8,2.48,3,2.52,21,35,17.2,8.6,9.1,1.4,2.4,1.0,True,True
huggingface,0,False,2719,11.8,46,59.5,93,79,5,6,11,227,0,6,0,0,32,5,29,0,21.7,1.62,2,1.63,16,29,9.0,32.3,0.7,0.0,0.0,0.0,False,True
huggingface,0,False,1759,7.6,53,30,59,40,17,7,24,70,0,6.0,4,0,38,13,67,0,51.2,1.48,0,1.62,17,32,13.2,17.6,18.2,1.1,0.0,0.0,True,True
huggingface,0,False,779,3.4,20,34.5,74,66,4,6,10,71,10,4.5,0,0,29,4,24,0,66.8,2.44,2,2.7,19,32,14.6,24.4,30.8,3.9,0.0,1.3,False,True
huggingface,0,False,737,3.2,17,39,89,53,6,1,7,92,0,4,0,0,46,4,24,0,101.8,1.76,0,2.21,21,33,17.1,28.6,13.6,0.0,0.0,0.0,False,True
huggingface,0,False,1525,6.6,45,26,69,95,15,18,33,45,9,5,14,2,36,14,56,0,66.9,4.0,7,3.93,18,35,15.5,19.7,3.9,15.1,0.0,3.3,True,True
huggingface,0,False,3382,14.7,51,65,117,106,19,1,20,161,0,6.0,10,0,37,11,53,0,35.5,1.18,1,1.21,20,37,23.5,18.3,0.9,20.4,1.5,0.3,True,True
huggingface,0,False,1362,5.9,36,36.0,69,34,9,7,16,80,6,3.0,4,0,31,8,39,0,52.9,0.22,0,0.25,15.0,28,7.5,27.5,24.2,5.9,0.0,0.0,True,True
huggingface,0,False,1547,6.7,21,81,115,133,11,1,12,119,0,6.0,0,1,32,4,24,0,36.2,2.65,3,2.72,23.0,36,20.6,17.6,14.2,3.2,1.3,0.0,False,True
